tidspunkt,temperatur,luftfuktighet,lufttrykk,partikkelkonsentrasjon
2023-10-02 21:04:41.749920,29.048348381221068,6.55619898089922,1095.6904629492192,485.74494849319296
2023-10-02 21:04:46.750735,21.775203525736742,88.7966665289224,1007.1126132086846,985.4680792352232
2023-10-02 21:04:51.751410,6.863313549098269,81.58515497857638,929.3225449411857,717.2058551775085
2023-10-02 21:04:56.751603,19.977281616693602,10.601575862697988,988.917107255811,824.3582479877153
2023-10-02 21:05:01.752171,9.171952221487576,86.62735505245487,1055.650371209414,910.6346889459713
2023-10-02 21:05:06.752852,23.783253353340562,32.102359577480385,908.7134682476955,13.389965789614045
2023-10-02 21:05:11.753541,-7.486539503628524,10.519004655883013,971.7251455628282,876.1848987077117
2023-10-02 21:05:16.754440,1.4142226581706083,30.144773266019076,992.968908419607,623.0555933609617
2023-10-02 21:05:21.755185,-8.484343743802366,92.97825275874993,996.2822764703286,217.80260505177185
2023-10-02 21:05:26.756101,-1.82860930856644,28.75589856854196,1037.026756760225,609.318166623268
2023-10-02 21:05:31.756816,8.43107327254345,42.34614493227904,985.5467153795755,350.36562758526014
2023-10-02 21:05:36.757692,6.668297017679432,14.610377543256249,1010.1258992172262,817.3598108868865
2023-10-02 21:05:41.758524,15.399198595587372,13.667789552598276,968.7991655249033,335.1774789310575
2023-10-02 21:05:46.759343,-2.8024431840660835,40.20927050860797,1096.210688595329,48.69627509124197
2023-10-02 21:05:51.760345,8.126432746738715,70.78755790502359,999.0374801916175,692.3305516395669
2023-10-02 21:05:56.760977,28.359970471544706,50.81538514612771,1006.0697961795479,229.84756200247736
2023-10-02 21:06:01.761548,24.102866110910398,33.95639175737797,1002.347694682487,751.4383913306704
2023-10-02 21:06:06.762246,26.344800110278705,7.27909031836631,947.999905861152,757.4885560057072
2023-10-02 21:06:11.763153,-4.305341242854692,16.702025994552972,996.6644866190561,475.9962223683787
2023-10-02 21:06:16.763692,10.949280398845495,48.88441830271185,1071.64786074857,344.8683173038093
2023-10-02 21:06:21.764577,11.650408986837341,77.2449291983023,986.3090334065233,662.536691307138
2023-10-02 21:06:26.765624,-0.752168787966788,80.83068384654925,932.159652608611,581.1934603750017
2023-10-02 21:06:31.766260,-2.594673868458357,79.24523877319291,990.8093335304247,654.6234055162964
2023-10-02 21:06:36.766733,18.24099302137784,52.58590784084986,979.8457971194958,715.0218959463355
2023-10-02 21:06:41.767545,-2.2138635573768806,72.06770757545267,972.9195680190197,673.7212017973777
2023-10-02 21:06:46.768345,28.239632552353783,42.64553588492771,977.9341050457409,312.9275021501561
2023-10-02 21:06:51.769243,-7.612081397329256,80.79272879262162,937.9878304903234,205.25069637260484
2023-10-02 21:06:56.769695,28.397033722538325,73.27354176992701,1019.4277506819981,894.5595073133342
2023-10-02 21:07:01.770210,25.8038476054519,0.7616405660012759,1012.8977413525081,106.29127480096012
2023-10-02 21:07:06.770871,-1.666591345184795,73.07123221605163,909.4765725597583,894.2301980569047
2023-10-02 21:07:11.771500,10.536136437872479,9.729882287512503,944.96681611854,723.8549255683841
2023-10-02 21:07:16.772105,14.512444188092687,20.287839878630475,1020.3257242937091,208.9015682219082
2023-10-02 21:07:21.772631,24.675805088615704,60.69821089318964,1037.5201469554636,487.9781945267141
2023-10-02 21:07:26.773707,14.94352320871986,83.6179666466753,1084.7962671782204,291.66517435606164
2023-10-02 21:07:31.774488,-0.6354762086097523,68.8856603646832,1085.8559954373661,279.5414683588682
2023-10-02 21:07:36.775299,5.340693316495191,83.65966151535542,909.005097560283,203.5624532567246
2023-10-02 21:07:41.776216,25.071997066357767,6.108272929659564,931.7515019392306,353.6823280178452
2023-10-02 21:07:46.777006,2.2667407482256543,66.60967103432739,963.1562727963845,751.7440479623966
2023-10-02 21:07:51.777533,14.673404993381837,34.09044003232946,975.1824488483956,25.634661991530415
2023-10-02 21:07:56.778059,-7.667537080045257,32.4921228058636,1023.9730715233248,791.1775659637268
2023-10-02 21:08:01.778894,7.7994863127117355,52.244261005634804,1047.3531492875227,344.38724631955563
2023-10-02 21:08:06.779719,-6.4726498393809795,27.45172072121881,1073.54598920912,7.712140747899943
2023-10-02 21:08:11.780707,28.29910215325522,95.78268348352333,955.1920700472768,663.1719285674683
2023-10-02 21:08:16.781242,29.760580328413546,68.63016559693337,978.7422475936405,86.10559079122726
2023-10-02 21:08:21.781956,23.632175154619347,17.08281695416747,1095.9239652714596,270.44182384991177
2023-10-02 21:08:26.783137,9.205620663316822,85.78534813226314,1000.832605062869,772.069739523632
2023-10-02 21:08:31.783595,18.59312226276968,1.440928715320533,1019.5045940969027,768.666211585583
2023-10-02 21:08:36.784213,-7.721867352842913,22.84975654630633,987.3313002071011,225.34891214417297
2023-10-02 21:08:41.785099,-2.817100980229297,50.69679114045056,976.586935542481,2.0513365282597285
2023-10-02 21:08:46.785648,2.130815686661647,73.63641815692301,904.037150447325,174.2785836233747
2023-10-02 21:08:51.786188,10.988478421371028,66.69073102434004,1004.3504505793978,785.8542096284725
2023-10-02 21:08:56.786822,-2.7083325917043233,75.55322172434107,1079.3826989155357,139.1657785555983
